title,authors,average_rating,categories,published_year,ratings_count,weighted_rating,context_string
The Out-of-sync Child Has Fun,Carol Stock Kranowitz,4.23,Family & Relationships,2006.0,1186.0,3.921327592260532,Title: The Out-of-sync Child Has Fun. Author(s): Carol Stock Kranowitz. Category: Family & Relationships. Published: 2006. 
A Clockwork Orange,Anthony Burgess,3.82,English drama,1998.0,27.0,3.908363931975613,Title: A Clockwork Orange. Author(s): Anthony Burgess. Category: English drama. Published: 1998. 
The Truth,Terry Pratchett,4.28,Drama,2002.0,41665.0,4.129322073414132,Title: The Truth. Author(s): Terry Pratchett. Category: Drama. Published: 2002. 
The Name of the World,Denis Johnson,3.51,College teachers,2001.0,1571.0,3.887578588345791,Title: The Name of the World. Author(s): Denis Johnson. Category: College teachers. Published: 2001. 
Resuscitation of a Hanged Man,Denis Johnson,3.69,Uncategorized,2004.0,958.0,3.9013252333203656,Title: Resuscitation of a Hanged Man. Author(s): Denis Johnson. Category: Uncategorized. Published: 2004. 
Jesus' Son,Denis Johnson,4.13,Short stories,2004.0,321.0,3.9109220303877974,Title: Jesus' Son. Author(s): Denis Johnson. Category: Short stories. Published: 2004. 
The birds,Aristophanes;Sean O'Brien,2.67,Drama,2003.0,3.0,3.9083171703162902,Title: The birds. Author(s): Aristophanes;Sean O'Brien. Category: Drama. Published: 2003. 
The Presocratic Philosophers,Jonathan Barnes,4.14,Philosophy,1982.0,63.0,3.908959967222218,Title: The Presocratic Philosophers. Author(s): Jonathan Barnes. Category: Philosophy. Published: 1982. 
Introduction to Phenomenology,Dermot Moran,4.25,Philosophy,2000.0,204.0,3.9108817849430615,Title: Introduction to Phenomenology. Author(s): Dermot Moran. Category: Philosophy. Published: 2000. 
"Eats, Shoots & Leaves",Lynne Truss,0.0,Language Arts & Disciplines,2006.0,0.0,0.0,"Title: Eats, Shoots & Leaves. Author(s): Lynne Truss. Category: Language Arts & Disciplines. Published: 2006. "
A Routledge Literary Sourcebook on Herman Melville's Moby-Dick,Michael J. Davey,3.61,Literary Criticism,2004.0,50.0,3.90792378887941,Title: A Routledge Literary Sourcebook on Herman Melville's Moby-Dick. Author(s): Michael J. Davey. Category: Literary Criticism. Published: 2004. 
The Road to Serfdom,Friedrich August Hayek,4.18,Business & Economics,2001.0,235.0,3.9106746088504245,Title: The Road to Serfdom. Author(s): Friedrich August Hayek. Category: Business & Economics. Published: 2001. 
Tractatus Logico-philosophicus,Ludwig Wittgenstein,4.06,Philosophy,2001.0,12924.0,3.9558186780856595,Title: Tractatus Logico-philosophicus. Author(s): Ludwig Wittgenstein. Category: Philosophy. Published: 2001. 
The Franco-Prussian War,Michael Howard,4.05,Foreign Language Study,2001.0,190.0,3.90938781166443,Title: The Franco-Prussian War. Author(s): Michael Howard. Category: Foreign Language Study. Published: 2001. 
Phenomenology of Perception,Maurice Merleau-Ponty,4.15,Philosophy,2002.0,4887.0,3.9438862100208647,Title: Phenomenology of Perception. Author(s): Maurice Merleau-Ponty. Category: Philosophy. Published: 2002. 
New Media Language,Jean Aitchison;Diana M. Lewis,3.0,Language Arts & Disciplines,2003.0,2.0,3.90838395274223,Title: New Media Language. Author(s): Jean Aitchison;Diana M. Lewis. Category: Language Arts & Disciplines. Published: 2003. 
Marxism and Literary Criticism,Terry Eagleton,3.89,Literary Criticism,2002.0,599.0,3.9080671209231146,Title: Marxism and Literary Criticism. Author(s): Terry Eagleton. Category: Literary Criticism. Published: 2002. 
The British Empiricists,Stephen Priest,3.87,Empiricism,2007.0,314.0,3.9080277690493572,Title: The British Empiricists. Author(s): Stephen Priest. Category: Empiricism. Published: 2007. 
Mary Shelley,Anne Kostelanetz Mellor,3.93,Biography & Autobiography,1988.0,75.0,3.9085045900920403,Title: Mary Shelley. Author(s): Anne Kostelanetz Mellor. Category: Biography & Autobiography. Published: 1988. 
Assemblywomen,Aristophanes;Jeffrey Henderson,3.92,Drama,1996.0,93.0,3.908485545520437,Title: Assemblywomen. Author(s): Aristophanes;Jeffrey Henderson. Category: Drama. Published: 1996. 
Chomsky on Democracy & Education,Noam Chomsky;Carlos Peregrín Otero,3.93,Education,2003.0,80.0,3.9085083607667506,Title: Chomsky on Democracy & Education. Author(s): Noam Chomsky;Carlos Peregrín Otero. Category: Education. Published: 2003. 
Diana Wynne Jones,Farah Mendlesohn,4.09,Biography & Autobiography,2005.0,46.0,3.9087412172465523,Title: Diana Wynne Jones. Author(s): Farah Mendlesohn. Category: Biography & Autobiography. Published: 2005. 
The Homecoming,Harold Pinter,0.0,Literature,1970.0,0.0,0.0,Title: The Homecoming. Author(s): Harold Pinter. Category: Literature. Published: 1970. 
Shattered,Dean Ray Koontz,3.9,Fiction,1985.0,19255.0,3.905036184315728,Title: Shattered. Author(s): Dean Ray Koontz. Category: Fiction. Published: 1985. 
The Psychology of Winning,Denis Waitley,4.2,Psychology,1986.0,1229.0,3.9205318021569586,Title: The Psychology of Winning. Author(s): Denis Waitley. Category: Psychology. Published: 1986. 
The Regatta Mystery and Other Stories,Agatha Christie,3.95,Fiction,1984.0,5701.0,3.9153897859091735,Title: The Regatta Mystery and Other Stories. Author(s): Agatha Christie. Category: Fiction. Published: 1984. 
The Cardinal of the Kremlin,Tom Clancy,4.03,Intelligence service,1989.0,76.0,3.908772016613648,Title: The Cardinal of the Kremlin. Author(s): Tom Clancy. Category: Intelligence service. Published: 1989. 
The Bone Yard,Dean Koontz,4.01,Fiction,1991.0,260.0,3.9093683876485703,Title: The Bone Yard. Author(s): Dean Koontz. Category: Fiction. Published: 1991. 
Patriot Games,Tom Clancy,4.13,"Ryan, Jack (Fictitious character)",1992.0,164306.0,4.0973258735319,"Title: Patriot Games. Author(s): Tom Clancy. Category: Ryan, Jack (Fictitious character). Published: 1992. "
Shadow Fires,Dean Ray Koontz,3.78,Fiction,1987.0,9527.0,3.8762025488605922,Title: Shadow Fires. Author(s): Dean Ray Koontz. Category: Fiction. Published: 1987. 
Without Remorse,Tom Clancy,4.18,Fiction,1994.0,51824.0,4.083817011021902,Title: Without Remorse. Author(s): Tom Clancy. Category: Fiction. Published: 1994. 
Paws Before Dying,Susan Conant,3.89,Fiction,1991.0,424.0,3.908176723388555,Title: Paws Before Dying. Author(s): Susan Conant. Category: Fiction. Published: 1991. 
Clear and Present Danger,Tom Clancy,4.1,Intelligence service,1989.0,116535.0,4.062440515418761,Title: Clear and Present Danger. Author(s): Tom Clancy. Category: Intelligence service. Published: 1989. 
A New Leash on Death,Susan Conant,3.79,Fiction,1994.0,1081.0,3.9041081062580156,Title: A New Leash on Death. Author(s): Susan Conant. Category: Fiction. Published: 1994. 
The Key to Midnight,Dean R. Koontz,3.95,Fiction,1995.0,24159.0,3.927539009445727,Title: The Key to Midnight. Author(s): Dean R. Koontz. Category: Fiction. Published: 1995. 
Debt of Honor,Tom Clancy,4.05,Fiction,1995.0,37878.0,3.989316623936734,Title: Debt of Honor. Author(s): Tom Clancy. Category: Fiction. Published: 1995. 
A Pinch of Poison,Claudia Bishop,3.58,Fiction,1995.0,311.0,3.9048929927292373,Title: A Pinch of Poison. Author(s): Claudia Bishop. Category: Fiction. Published: 1995. 
Mind Prey,John Sandford,4.21,Fiction,1996.0,14337.0,4.00955433555998,Title: Mind Prey. Author(s): John Sandford. Category: Fiction. Published: 1996. 
Thin Air,Robert B. Parker;Copyright Paperback Collection (Library of Congress),3.9,Fiction,1996.0,3952.0,3.907416656173483,Title: Thin Air. Author(s): Robert B. Parker;Copyright Paperback Collection (Library of Congress). Category: Fiction. Published: 1996. 
Airborne,Tom Clancy,3.76,History,1997.0,431.0,3.9062304955320153,Title: Airborne. Author(s): Tom Clancy. Category: History. Published: 1997. 
The Grass Dancer,Susan Power,3.96,Fiction,1997.0,2202.0,3.9121545256642847,Title: The Grass Dancer. Author(s): Susan Power. Category: Fiction. Published: 1997. 
Hocus Pocus,Kurt Vonnegut,3.82,Fiction,1997.0,24973.0,3.867081623672738,Title: Hocus Pocus. Author(s): Kurt Vonnegut. Category: Fiction. Published: 1997. 
Virtual Vandals,Tom Clancy;Steve R. Pieczenik;Diane Duane,4.0,Fiction,1999.0,3236.0,3.9178056820495333,Title: Virtual Vandals. Author(s): Tom Clancy;Steve R. Pieczenik;Diane Duane. Category: Fiction. Published: 1999. 
The Rapture of Canaan,Sheri Reynolds,3.81,Fiction,1997.0,31885.0,3.856398564881161,Title: The Rapture of Canaan. Author(s): Sheri Reynolds. Category: Fiction. Published: 1997. 
One is the Loneliest Number,Tom Clancy;Steve R. Pieczenik,3.93,Juvenile Fiction,1999.0,413.0,3.90875654416914,Title: One is the Loneliest Number. Author(s): Tom Clancy;Steve R. Pieczenik. Category: Juvenile Fiction. Published: 1999. 
Here on Earth,Alice Hoffman,3.69,Fiction,1999.0,41850.0,3.77835535508854,Title: Here on Earth. Author(s): Alice Hoffman. Category: Fiction. Published: 1999. 
Rainbow Six,Tom Clancy,4.08,Fiction,1999.0,38753.0,4.007413573967629,Title: Rainbow Six. Author(s): Tom Clancy. Category: Fiction. Published: 1999. 
Divide and Conquer,Tom Clancy;Jeff Rovin;Steve R. Pieczenik,3.79,Fiction,2000.0,2500.0,3.898871961371615,Title: Divide and Conquer. Author(s): Tom Clancy;Jeff Rovin;Steve R. Pieczenik. Category: Fiction. Published: 2000. 
Breaking Point,Tom Clancy;Steve R. Pieczenik;Steve Perry,3.7,Fiction,2000.0,7987.0,3.8627226619394186,Title: Breaking Point. Author(s): Tom Clancy;Steve R. Pieczenik;Steve Perry. Category: Fiction. Published: 2000. 
The Raphael Affair,Iain Pears,3.55,Fiction,2001.0,98.0,3.9072162379924893,Title: The Raphael Affair. Author(s): Iain Pears. Category: Fiction. Published: 2001. 
It's Not About the Bike,Lance Armstrong,3.72,Biography & Autobiography,2001.0,34588.0,3.8050057165890463,Title: It's Not About the Bike. Author(s): Lance Armstrong. Category: Biography & Autobiography. Published: 2001. 
Line of Control,Jeff Rovin;Steve R. Pieczenik,3.85,Fiction,2001.0,3403.0,3.9021984016501707,Title: Line of Control. Author(s): Jeff Rovin;Steve R. Pieczenik. Category: Fiction. Published: 2001. 
The Bear and the Dragon,Tom Clancy,3.82,Fiction,2001.0,20248.0,3.871652288824217,Title: The Bear and the Dragon. Author(s): Tom Clancy. Category: Fiction. Published: 2001. 
Phantoms,Dean Ray Koontz,3.94,Fiction,2001.0,59938.0,3.9298505592971478,Title: Phantoms. Author(s): Dean Ray Koontz. Category: Fiction. Published: 2001. 
Strangers,Dean Koontz,4.0,Fiction,2002.0,38003.0,3.960825473159452,Title: Strangers. Author(s): Dean Koontz. Category: Fiction. Published: 2002. 
Stephen King's Danse Macabre,Stephen King,3.63,Fiction,2001.0,20474.0,3.7918579967499095,Title: Stephen King's Danse Macabre. Author(s): Stephen King. Category: Fiction. Published: 2001. 
E,David Bodanis,4.09,Science,2000.0,6196.0,3.9409411257930236,Title: E. Author(s): David Bodanis. Category: Science. Published: 2000. 
Stardust of Yesterday,Lynn Kurland,4.09,Fiction,2001.0,3663.0,3.9291739556409877,Title: Stardust of Yesterday. Author(s): Lynn Kurland. Category: Fiction. Published: 2001. 
Tom Clancy's Net Force,Tom Clancy;Steve Perry;Steve Pieczenik,3.75,Fiction,2001.0,1730.0,3.8993571938912024,Title: Tom Clancy's Net Force. Author(s): Tom Clancy;Steve Perry;Steve Pieczenik. Category: Fiction. Published: 2001. 
Chosen Prey,John Sandford,4.24,Fiction,2002.0,22258.0,4.054057251975656,Title: Chosen Prey. Author(s): John Sandford. Category: Fiction. Published: 2002. 
Cloak and Dagger,Tom Clancy;Steve R. Pieczenik,3.95,Juvenile Fiction,2003.0,55.0,3.9085281199182185,Title: Cloak and Dagger. Author(s): Tom Clancy;Steve R. Pieczenik. Category: Juvenile Fiction. Published: 2003. 
Death Match,Diane Duane,4.1,Fiction,2003.0,112.0,3.909199703185482,Title: Death Match. Author(s): Diane Duane. Category: Fiction. Published: 2003. 
Picture Perfect,Jodi Picoult,3.54,Fiction,2002.0,45142.0,3.6823568853058504,Title: Picture Perfect. Author(s): Jodi Picoult. Category: Fiction. Published: 2002. 
Mission of Honor,Tom Clancy;Steve Pieczenik;Jeff Rovin,3.9,Fiction,2002.0,1507.0,3.908022519253969,Title: Mission of Honor. Author(s): Tom Clancy;Steve Pieczenik;Jeff Rovin. Category: Fiction. Published: 2002. 
The Magical Worlds of the Lord of the Rings,David Colbert,4.08,Fiction,2002.0,2053.0,3.9200042396831316,Title: The Magical Worlds of the Lord of the Rings. Author(s): David Colbert. Category: Fiction. Published: 2002. 
Shadowland,Peter Straub,3.91,Fiction,2003.0,10062.0,3.908853674647503,Title: Shadowland. Author(s): Peter Straub. Category: Fiction. Published: 2003. 
Floating Dragon,Peter Straub,3.84,Fiction,2003.0,10510.0,3.889970493465225,Title: Floating Dragon. Author(s): Peter Straub. Category: Fiction. Published: 2003. 
Practical Magic,Alice Hoffman,3.79,Fiction,2003.0,49141.0,3.833405108661693,Title: Practical Magic. Author(s): Alice Hoffman. Category: Fiction. Published: 2003. 
Sea of Fire,Tom Clancy;Jeff Rovin;Steve R. Pieczenik,3.89,Fiction,2003.0,1203.0,3.9076987825142098,Title: Sea of Fire. Author(s): Tom Clancy;Jeff Rovin;Steve R. Pieczenik. Category: Fiction. Published: 2003. 
McNally's Alibi,Vincent Lardo;Lawrence Sanders,3.9,Fiction,2003.0,219.0,3.9083832782964762,Title: McNally's Alibi. Author(s): Vincent Lardo;Lawrence Sanders. Category: Fiction. Published: 2003. 
Lightning,Dean Ray Koontz,4.07,Fiction,2003.0,47491.0,4.009512651226633,Title: Lightning. Author(s): Dean Ray Koontz. Category: Fiction. Published: 2003. 
Goddess of the Sea,P. C. Cast,3.88,Fiction,2003.0,7583.0,3.9024567079818864,Title: Goddess of the Sea. Author(s): P. C. Cast. Category: Fiction. Published: 2003. 
The Sea Hunters II,Clive Cussler;Craig Dirgo,3.84,History,2003.0,1286.0,3.905485038751338,Title: The Sea Hunters II. Author(s): Clive Cussler;Craig Dirgo. Category: History. Published: 2003. 
Raise the Titanic!,Clive Cussler,3.97,Fiction,2004.0,20805.0,3.9344611486515713,Title: Raise the Titanic!. Author(s): Clive Cussler. Category: Fiction. Published: 2004. 
Field of Thirteen,Dick Francis,3.73,Fiction,2004.0,1987.0,3.896788178066681,Title: Field of Thirteen. Author(s): Dick Francis. Category: Fiction. Published: 2004. 
The Bad Place,Dean Koontz,3.89,Fiction,2004.0,29473.0,3.8990567152755444,Title: The Bad Place. Author(s): Dean Koontz. Category: Fiction. Published: 2004. 
Slay Ride,Dick Francis,3.79,Fiction,2004.0,2142.0,3.9001471340234053,Title: Slay Ride. Author(s): Dick Francis. Category: Fiction. Published: 2004. 
Jane's Warlord,Angela Knight,3.97,Fiction,2004.0,2540.0,3.9134971356594876,Title: Jane's Warlord. Author(s): Angela Knight. Category: Fiction. Published: 2004. 
Dirk Pitt,Clive Cussler,3.84,Arctic regions,2004.0,17702.0,3.882178955852502,Title: Dirk Pitt. Author(s): Clive Cussler. Category: Arctic regions. Published: 2004. 
The Mediterranean Caper,Clive Cussler,3.77,Fiction,2004.0,14660.0,3.8613381768913086,Title: The Mediterranean Caper. Author(s): Clive Cussler. Category: Fiction. Published: 2004. 
10 Lb. Penalty,Dick Francis,3.89,Fiction,2004.0,3363.0,3.9064960866999408,Title: 10 Lb. Penalty. Author(s): Dick Francis. Category: Fiction. Published: 2004. 
Goddess of Spring,P. C. Cast,4.22,Fiction,2004.0,7259.0,3.971828049970826,Title: Goddess of Spring. Author(s): P. C. Cast. Category: Fiction. Published: 2004. 
Guilty Pleasures,Laurell K. Hamilton,4.02,Fiction,2004.0,112848.0,3.997556031937667,Title: Guilty Pleasures. Author(s): Laurell K. Hamilton. Category: Fiction. Published: 2004. 
Odds Against,Dick Francis,4.05,Fiction,2005.0,3613.0,3.924411831862475,Title: Odds Against. Author(s): Dick Francis. Category: Fiction. Published: 2005. 
Death's Acre,Bill Bass;William M. Bass;Jon Jefferson,4.18,True Crime,2004.0,8118.0,3.968775613695124,Title: Death's Acre. Author(s): Bill Bass;William M. Bass;Jon Jefferson. Category: True Crime. Published: 2004. 
Pattern Recognition,William Gibson,3.87,Fiction,2005.0,37313.0,3.8866242631217864,Title: Pattern Recognition. Author(s): William Gibson. Category: Fiction. Published: 2005. 
Blow Fly,Unknown Author,3.76,Fiction,2004.0,31269.0,3.8306856016893107,Title: Blow Fly. Author(s): Unknown Author. Category: Fiction. Published: 2004. 
Master of the Night,Angela Knight,3.88,Fiction,2004.0,4597.0,3.904487444436742,Title: Master of the Night. Author(s): Angela Knight. Category: Fiction. Published: 2004. 
Blood Sport,Dick Francis,3.87,Fiction,2004.0,4475.0,3.9032180048354634,Title: Blood Sport. Author(s): Dick Francis. Category: Fiction. Published: 2004. 
Trojan Odyssey,Clive Cussler,3.93,Fiction,2004.0,14788.0,3.915823537545162,Title: Trojan Odyssey. Author(s): Clive Cussler. Category: Fiction. Published: 2004. 
The Glass House,Ashley Gardner,4.04,Fiction,2004.0,1076.0,3.913246276543896,Title: The Glass House. Author(s): Ashley Gardner. Category: Fiction. Published: 2004. 
Break in,Dick Francis,4.03,Fiction,2005.0,3608.0,3.922139438497193,Title: Break in. Author(s): Dick Francis. Category: Fiction. Published: 2005. 
Murder on the Orient Express,Agatha Christie,4.16,Fiction,2004.0,144452.0,4.1186409241007045,Title: Murder on the Orient Express. Author(s): Agatha Christie. Category: Fiction. Published: 2004. 
The Magyar Venus,Lyn Hamilton,3.72,Fiction,2005.0,255.0,3.9067722470667468,Title: The Magyar Venus. Author(s): Lyn Hamilton. Category: Fiction. Published: 2005. 
Tom Clancy's Splinter Cell,David Michaels,3.85,Fiction,2004.0,10106.0,3.8931173911423227,Title: Tom Clancy's Splinter Cell. Author(s): David Michaels. Category: Fiction. Published: 2004. 
Goddess of Light,P. C. Cast,4.04,Fiction,2005.0,5423.0,3.929525657389826,Title: Goddess of Light. Author(s): P. C. Cast. Category: Fiction. Published: 2005. 
Master of the Moon,Angela Knight,4.13,Fiction,2005.0,2859.0,3.9286962384688833,Title: Master of the Moon. Author(s): Angela Knight. Category: Fiction. Published: 2005. 
Hideaway,Dean Ray Koontz,3.83,Fiction,2005.0,29475.0,3.8685115169033866,Title: Hideaway. Author(s): Dean Ray Koontz. Category: Fiction. Published: 2005. 
Lost City,Clive Cussler,3.89,Fiction,2005.0,211.0,3.9083119328597418,Title: Lost City. Author(s): Clive Cussler. Category: Fiction. Published: 2005. 
Black Wind,Clive Cussler;Dirk Cussler,3.85,Fiction,2006.0,9757.0,3.8935115192684995,Title: Black Wind. Author(s): Clive Cussler;Dirk Cussler. Category: Fiction. Published: 2006. 
The Archimedes Effect,Tom Clancy;Steve Perry;Steve R. Pieczenik;Larry Segriff,3.98,Fiction,2006.0,1238.0,3.911434295423648,Title: The Archimedes Effect. Author(s): Tom Clancy;Steve Perry;Steve R. Pieczenik;Larry Segriff. Category: Fiction. Published: 2006. 
Dark Watch,Clive Cussler;Jack B. Du Brul,4.09,Fiction,2005.0,5749.0,3.938991326634331,Title: Dark Watch. Author(s): Clive Cussler;Jack B. Du Brul. Category: Fiction. Published: 2005. 
Shakespeare's Landlord,Charlaine Harris,3.76,Fiction,2005.0,22369.0,3.8430713494593487,Title: Shakespeare's Landlord. Author(s): Charlaine Harris. Category: Fiction. Published: 2005. 
Captive Dreams,Angela Knight;Diane Whiteside,3.91,Fiction,2006.0,1349.0,3.908518198407888,Title: Captive Dreams. Author(s): Angela Knight;Diane Whiteside. Category: Fiction. Published: 2006. 
Danse Macabre,Laurell K. Hamilton,3.81,Fiction,2006.0,788.0,3.9057921636853763,Title: Danse Macabre. Author(s): Laurell K. Hamilton. Category: Fiction. Published: 2006. 
Goddess of the Rose,P. C. Cast,4.14,Fiction,2006.0,5367.0,3.9452257804074238,Title: Goddess of the Rose. Author(s): P. C. Cast. Category: Fiction. Published: 2006. 
Master of Swords,Angela Knight,4.2,Fiction,2006.0,2784.0,3.9344571226785634,Title: Master of Swords. Author(s): Angela Knight. Category: Fiction. Published: 2006. 
Boys That Bite,Mari Mancusi,3.68,Juvenile Fiction,2006.0,10490.0,3.846864504522324,Title: Boys That Bite. Author(s): Mari Mancusi. Category: Juvenile Fiction. Published: 2006. 
Shadow of the Moon,Rebecca York,3.79,Fiction,2006.0,530.0,3.906279649722623,Title: Shadow of the Moon. Author(s): Rebecca York. Category: Fiction. Published: 2006. 
Steamed,Jessica Conant-Park;Susan Conant,3.47,Fiction,2007.0,942.0,3.894383090653592,Title: Steamed. Author(s): Jessica Conant-Park;Susan Conant. Category: Fiction. Published: 2007. 
Rat Race,Dick Francis,3.94,Fiction,2006.0,2308.0,3.910817509461951,Title: Rat Race. Author(s): Dick Francis. Category: Fiction. Published: 2006. 
Mysteria,MaryJanice Davidson,3.72,Fiction,2006.0,3006.0,3.890424163690016,Title: Mysteria. Author(s): MaryJanice Davidson. Category: Fiction. Published: 2006. 
Skeleton Coast,Clive Cussler,4.12,Fiction,2006.0,7355.0,3.9519368448639125,Title: Skeleton Coast. Author(s): Clive Cussler. Category: Fiction. Published: 2006. 
Strange Candy,Laurell K. Hamilton,3.75,Fiction,2006.0,15140.0,3.8533809851912157,Title: Strange Candy. Author(s): Laurell K. Hamilton. Category: Fiction. Published: 2006. 
Bit the Jackpot,Erin McCarthy,3.88,Fiction,2006.0,4186.0,3.9047960775199484,Title: Bit the Jackpot. Author(s): Erin McCarthy. Category: Fiction. Published: 2006. 
Prince of Ice,Emma Holly,3.99,Fiction,2006.0,1323.0,3.9120749808473962,Title: Prince of Ice. Author(s): Emma Holly. Category: Fiction. Published: 2006. 
Checkmate,David Michaels;Tom Clancy,3.93,Fiction,2006.0,3815.0,3.910998288075059,Title: Checkmate. Author(s): David Michaels;Tom Clancy. Category: Fiction. Published: 2006. 
Shakespeare's Champion,Charlaine Harris,3.83,Fiction,2006.0,13645.0,3.883003090449815,Title: Shakespeare's Champion. Author(s): Charlaine Harris. Category: Fiction. Published: 2006. 
Cause of Death,Patricia Daniels Cornwell,3.93,Fiction,2007.0,37965.0,3.9207727134601678,Title: Cause of Death. Author(s): Patricia Daniels Cornwell. Category: Fiction. Published: 2007. 
Over the Moon,Angela Knight;MaryJanice Davidson;Virginia Kantra;Sunny,3.9,Fiction,2007.0,3651.0,3.907486257273059,Title: Over the Moon. Author(s): Angela Knight;MaryJanice Davidson;Virginia Kantra;Sunny. Category: Fiction. Published: 2007. 
Wicked Ties,Shayla Black,3.96,Fiction,2007.0,22083.0,3.9309880967615785,Title: Wicked Ties. Author(s): Shayla Black. Category: Fiction. Published: 2007. 
Labyrinth,Kate Mosse,3.57,Fiction,2007.0,39225.0,3.712203499421701,Title: Labyrinth. Author(s): Kate Mosse. Category: Fiction. Published: 2007. 
Master of Dragons,Angela Knight,4.22,Fiction,2007.0,3155.0,3.9395750642932827,Title: Master of Dragons. Author(s): Angela Knight. Category: Fiction. Published: 2007. 
Eyes of Prey,John Sandford,4.18,Fiction,2007.0,18139.0,4.014234601529969,Title: Eyes of Prey. Author(s): John Sandford. Category: Fiction. Published: 2007. 
At Risk,Patricia Daniels Cornwell,3.4,Fiction,2007.0,9832.0,3.7777719540320844,Title: At Risk. Author(s): Patricia Daniels Cornwell. Category: Fiction. Published: 2007. 
Goddess of Love,P. C. Cast,4.05,Fiction,2007.0,4359.0,3.9272697304126303,Title: Goddess of Love. Author(s): P. C. Cast. Category: Fiction. Published: 2007. 
New Moon,Rebecca York,3.86,Fiction,2007.0,626.0,3.9074038434624807,Title: New Moon. Author(s): Rebecca York. Category: Fiction. Published: 2007. 
The Harlequin,Laurell K. Hamilton,3.91,Fiction,2007.0,37413.0,3.909329902763198,Title: The Harlequin. Author(s): Laurell K. Hamilton. Category: Fiction. Published: 2007. 
Cat's Cradle,Andrew Cartmel,3.52,Fiction,1991.0,391.0,3.903176786963428,Title: Cat's Cradle. Author(s): Andrew Cartmel. Category: Fiction. Published: 1991. 
The Hannibal Lecter Trilogy,Thomas Harris,4.42,"Lecter, Hannibal (Fictitious character)",2001.0,789.0,3.922264422309669,"Title: The Hannibal Lecter Trilogy. Author(s): Thomas Harris. Category: Lecter, Hannibal (Fictitious character). Published: 2001. "
Death of a Salesman,Arthur Miller,3.5,American drama,1994.0,146272.0,3.566455540387892,Title: Death of a Salesman. Author(s): Arthur Miller. Category: American drama. Published: 1994. 
His Dark Materials,Nicholas Wright;Philip Pullman,4.04,Children's plays,2005.0,93.0,3.9088768992677543,Title: His Dark Materials. Author(s): Nicholas Wright;Philip Pullman. Category: Children's plays. Published: 2005. 
When Rain Clouds Gather,Bessie Head,3.84,Fiction,1995.0,993.0,3.906137297911335,Title: When Rain Clouds Gather. Author(s): Bessie Head. Category: Fiction. Published: 1995. 
The Complete Works of George Orwell,George Orwell,4.11,Uncategorized,1986.0,20.0,3.908589592322964,Title: The Complete Works of George Orwell. Author(s): George Orwell. Category: Uncategorized. Published: 1986. 
Harry Potter and the Chamber of Secrets (Book 2),"Rowling, J.K.",4.41,Juvenile Fiction,2015.0,2115562.0,4.403350786442053,"Title: Harry Potter and the Chamber of Secrets (Book 2). Author(s): Rowling, J.K.. Category: Juvenile Fiction. Published: 2015. "
10 Things I Hate about You,David Levithan;Karen McCullah Lutz;Kirsten Smith,4.11,Dating (Social customs),1999.0,1414.0,3.9179994641047475,Title: 10 Things I Hate about You. Author(s): David Levithan;Karen McCullah Lutz;Kirsten Smith. Category: Dating (Social customs). Published: 1999. 
The Mouse and His Child,Russell Hoban;David Small,3.97,Juvenile Fiction,2001.0,1780.0,3.9120753693385177,Title: The Mouse and His Child. Author(s): Russell Hoban;David Small. Category: Juvenile Fiction. Published: 2001. 
Castle,Garth Nix,3.87,Juvenile Fiction,2000.0,5656.0,3.9020668559387492,Title: Castle. Author(s): Garth Nix. Category: Juvenile Fiction. Published: 2000. 
The Violet Keystone,Garth Nix,3.97,Juvenile Fiction,2001.0,4984.0,3.9176307408023074,Title: The Violet Keystone. Author(s): Garth Nix. Category: Juvenile Fiction. Published: 2001. 
The Pen is Mightier Than the Sword,Anne Mazer,3.96,Juvenile Fiction,2001.0,1063.0,3.9103063517512817,Title: The Pen is Mightier Than the Sword. Author(s): Anne Mazer. Category: Juvenile Fiction. Published: 2001. 
"Mary, Queen of Scots, Queen Without a Country",Kathryn Lasky,3.82,Juvenile Fiction,2002.0,4682.0,3.8959389468267718,"Title: Mary, Queen of Scots, Queen Without a Country. Author(s): Kathryn Lasky. Category: Juvenile Fiction. Published: 2002. "
The Call of the Wild,Jack London,3.85,Juvenile Fiction,2000.0,255627.0,3.8558485649387535,Title: The Call of the Wild. Author(s): Jack London. Category: Juvenile Fiction. Published: 2000. 
Holes,Louis Sachar,3.95,Blind,1998.0,844072.0,3.948646350697412,Title: Holes. Author(s): Louis Sachar. Category: Blind. Published: 1998. 
Freak the Mighty,W. Rodman Philbrick,4.0,Juvenile Fiction,2001.0,39447.0,3.961658944256687,Title: Freak the Mighty. Author(s): W. Rodman Philbrick. Category: Juvenile Fiction. Published: 2001. 
Alice in Wonderland,Lewis Carroll,4.01,Juvenile Fiction,2002.0,133.0,3.90892084472409,Title: Alice in Wonderland. Author(s): Lewis Carroll. Category: Juvenile Fiction. Published: 2002. 
No More Dead Dogs,Gordon Korman,3.71,Drama,2001.0,11.0,3.9083711001561134,Title: No More Dead Dogs. Author(s): Gordon Korman. Category: Drama. Published: 2001. 
Conversations with J.K. Rowling,Lindsey Fraser,3.99,Juvenile Nonfiction,2001.0,4184.0,3.918912185892742,Title: Conversations with J.K. Rowling. Author(s): Lindsey Fraser. Category: Juvenile Nonfiction. Published: 2001. 
