isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,api_description
9780618339556,0618339558,Fergus and the Night-Demon,An Irish Ghost Story,Jim Murphy,Juvenile Fiction,http://books.google.com/books/content?id=OKeoo26uyvUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"On his way to town to have some fun, a lazy but clever young man faces a terrible demon, who declares that his time has come.",2006.0,3.71,32.0,70.0,"On his way to town to have some fun, a lazy but clever young man faces a terrible demon, who declares that his time has come."
9780618346257,0618346252,The Fellowship of the Ring,Being the First Part of the Lord of the Rings,J. R. R. Tolkien,Fiction,http://books.google.com/books/content?id=S35cUR-u4y4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After discovering the true nature of the One Ring, Bilbo Baggins entrusts it to the care of his young cousin, Frodo, who is charged with bringing about its destruction and thus foiling the plans of the Dark Lord.",2003.0,4.35,398.0,2009749.0,
9780618380442,0618380442,The Hermit's Story,Stories,Rick Bass,Fiction,http://books.google.com/books/content?id=tL1PmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Encompassing both previously published pieces and original fiction, this richly varied anthology of short stories by the author of Colter and Where the Sea Used to Be features the title story, about a man and woman who travel across a frozen lake under the ice, as well as ""The Distance,"" Eating,"" ""The Cave,"" and ""Real Town,"" among others. Reprint.",2003.0,4.12,192.0,427.0,"""In the title story, a man and a woman travel across an eerily frozen lake - under the ice. ""The Distance"" casts a skeptical eye on Thomas Jefferson through the lens of a Montana man's visit to Monticello. ""Eating"" begins with an owl being sucked into a canoe and ends with a man eating a town out of house and home, and ""The Cave"" is a story of a man and woman lost in an abandoned mine.""--BOOK JACKET."
9780618391004,0618391002,The Lord of the Rings,Weapons and Warfare,Chris Smith,Literary Criticism,http://books.google.com/books/content?id=Wu8x5MNS1rAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Describes in detail, with over one thousand photographs, the battles, armies, and armor used in the War of the Ring based on J.R.R. Tolkien's ""Lord of the Rings"" trilogy, including battle plans and character histories and descriptions.",2003.0,4.53,218.0,18934.0,
9780618391028,0618391029,JRR Tolkien Companion & Guide,,Christina Scull;Wayne G. Hammond,Literary Criticism,http://books.google.com/books/content?id=wohlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An in-depth reference to Tolkien's life and works provides brief alphabetical entries on a wide range of topics that encompass the author's source materials, synopses of his writings, a chronology, analysis of his characters, and the personal and historical influences on his writings.",2006.0,4.53,1002.0,37.0,
9780618391103,061839110X,The Maps of Tolkien's Middle-earth,,Brian Sibley,Fiction,http://books.google.com/books/content?id=gCENA64Y-O4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Includes four posters depicting Tolkien's world of Middle-Earth with maps from The Hobbit, Beleriand, and Numenor, accompanied by a manual describing the signicance of geographical evolution in the author's works.",2003.0,4.13,80.0,7585.0,
9780618422531,0618422536,Understanding the Lord of the Rings,The Best of Tolkien Criticism,Neil D. Isaacs;Rose A. Zimbardo,Literary Criticism,http://books.google.com/books/content?id=GEWXQbASXZUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Selected essays on Tolkien's trilogy include W. H. Auden's essay on the hero's quest, C. S. Lewis's piece on the value of myth, Marion Zimmer Bradley's article on hero worship, Tim Shippey's piece on the film trilogy, and much more. Original.",2005.0,4.02,304.0,2063.0,
9780618439096,0618439099,Dunk,,David Lubar,Juvenile Fiction,http://books.google.com/books/content?id=ulrb63WKXlMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"While hoping to work as the clown in an amusement park dunk tank on the New Jersey shore the summer before his junior year in high school, Chad faces his best friend's serious illness, hassles with police, and the girl that got away. Reprint.",2004.0,3.8,272.0,888.0,"While hoping to work as the clown in an amusement park dunk tank on the New Jersey shore the summer before his junior year in high school, Chad faces his best friend's serious illness, hassles with police, and the girl that got away."
9780618445578,0618445579,The Bake Shop Ghost,,Jacqueline K. Ogburn;Marjorie Priceman,Juvenile Fiction,http://books.google.com/books/content?id=Qwi5oabCNkwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Miss Cora Lee Merriweather haunts her bake shop after her death, until the newest shop owner, Annie Washington, makes a deal with her.",2005.0,4.26,32.0,236.0,"Miss Cora Lee Merriweather haunts her bake shop after her death, until the new shop owner makes a deal with her."
9780618446704,0618446702,Reefer Madness,"Sex, Drugs, and Cheap Labor in the American Black Market",Eric Schlosser,Business & Economics,http://books.google.com/books/content?id=xpoumAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Reports on America's ""shadow"" economy of illegal drugs, pornography, and illegal migrant workers, arguing that these underground industries continue to grow with government intervention.",2004.0,3.77,352.0,5187.0,
9780618446711,0618446710,The Last Shot,"City Streets, Basketball Dreams",Darcy Frey,Sports & Recreation,http://books.google.com/books/content?id=VXp3l0ZXZscC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Dreaming of a college scholarship and escape from the neighborhood, the talented Abraham Lincoln High School Railsplitters see basketball as their only hope, but the reality of SATS, the NCAA, and college recruitment are tough to overcome.",2004.0,4.16,233.0,4979.0,"Stationed in a small, Bohemian town somewhere between Prague and Dresden in the final days of the Second World War, Officer Franz Kern and Bertha Sommer long for escape. But the road to freedom is fraught with danger. If they are caught deserting their own side they will be executed; if they stay, their lives will be worth little in the hands of the Red Army soldiers that advance on them daily. Decades later, a young American living in Germany sets out on a self-appointed mission. His task is to discover the location of the last shot fired in the war. As he delves deeper and deeper into the past, he finds himself being drawn into the story of Bertha and Franz's daring escape, and the surprising discoveries that follow."
9780618446872,0618446877,Dark Star Safari,Overland from Cairo to Cape Town,Paul Theroux,Travel,http://books.google.com/books/content?id=NO5sC72BSNgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The author recounts his odyssey down the length of Africa, from Cairo to South Africa, describing the bad food, many delays, discomforts, and dangers of his trip, along with the people and places of the real Africa.",2004.0,3.96,485.0,10830.0,"""A rich and insightful travel book in the tradition that made Paul Theroux's reputation, Dark Star Safari takes us the length of Africa by rattletrap bus, forgotten train, and rusting steamer. Theroux confronts delay, discomfort, bullets, and bad food while encountering a remarkable mix of places and people. Beginning in Cairo and ending in Cape Town, he goes on the ultimate safari to the true heart of Africa, not the lavish game parks with overfed guests but the small villages of the bush and the filthy chaotic cities that define this forgotten continent""--Publisher's description."
9780618470228,0618470220,The Best American Sports Writing 2006,,Glenn Stout;Michael Lewis,Sports & Recreation,http://books.google.com/books/content?id=4bry8JuAiPEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Includes articles chosen from magazines and newspapers on topics ranging from bullfighting to basketball, baseball, and boxing",2006.0,3.75,416.0,81.0,"Includes articles chosen from magazines and newspapers on topics ranging from bullfighting to basketball, baseball, and boxing."
9780618471164,0618471162,"Since 1500, Chapters 15-30",The Earth and Its Peoples: A Global History,Richard W. Bulliet,Science,http://books.google.com/books/content?id=DS0C7QE9ZvwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Earth and Its Peoples Brief Edition is a compact presentation of world history with a comparative approach and a global, balanced perspective. The themes of ""Environment and Technology"" and ""Diversity and Dominance"" unite the regions of the world. The Earth and Its Peoples Brief Edition offers a high level of scholarship with a supportive, student-friendly format.",2005.0,4.0,34.0,8.0,
9780618477906,061847790X,Trip to the North Pole,,Ellen Weiss;Robert Zemeckis;William Broyles;Chris Van Allsburg,Fiction,http://books.google.com/books/content?id=QgVmKEDNkrsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"On Christmas eve, a young boy joins some other children on a magical train ride to the North Pole, in an adaptation of the new movie being released this holiday season. Original.",2004.0,3.62,128.0,53.0,"On Christmas eve, a young boy joins some other children on a magical train ride to the North Pole."
9780618477944,0618477942,Fun Home,A Family Tragicomic,Alison Bechdel,Biography & Autobiography,http://books.google.com/books/content?id=muxkYCmy7-wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A memoir done in the form of a graphic novel by a cult favorite comic artist offers a darkly funny family portrait that details her relationship with her father--a funeral home director, high school English teacher, and closeted homosexual.",2006.0,4.09,240.0,48909.0,"Moving between past and present, graphic novelist Alison relives her unique childhood playing at the family's Bechdel Funeral Home, her growing understanding of her own sexuality, and the looming, unanswerable questions about her father's hidden desires."
9780618479030,0618479031,"Natural Health, Natural Medicine",The Complete Guide to Wellness and Self-Care for Optimum Health,Andrew Weil,Health & Fitness,http://books.google.com/books/content?id=qliYOteXA30C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The best-selling books of Andrew Weil, ""the guru of alternative medicine,"" (San Francisco Examiner) offer a comprehensive blend of traditional and alternative methods that help to achieve better health in the modern world. Natural Health, Natural Medicine is a comprehensive resource for everything you need to know to maintain optimum health and treat common ailments. This landmark book incorporates Dr. Weil’s theories of preventive health maintenance and alternative healing into one extremely useful and readable reference, featuring general diet and nutrition information as well as simple recipes, answers to readers’ most pressing questions, a catalogue of home remedies, invaluable resources, and hundreds of practical tips. This edition includes up-to-the-minute scientific findings and has been expanded to provide trustworthy advice about low-carb diets, hormone replacement therapy, Alzheimer’s, attention deficit disorder, reflux disease, autism, type 2 diabetes, erectile dysfunction, the flu, and much more.",2004.0,4.12,448.0,568.0,"Emphasizing natural therapies that mobilize the body's own healing resources, Weil (U. of Arizona School of Medicine) provides a blueprint for low-cost, preventive health maintenance that is both a general guide on how to stay well and a reference manual to be consulted for specific symptoms. One of the best in a crowded field."
9780618485222,0618485228,The Namesake,,Jhumpa Lahiri,Fiction,http://books.google.com/books/content?id=Nx-vY7ac1OcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"An incisive portrait of the immigrant experience follows the Ganguli family from their traditional life in India through their arrival in Massachusetts in the late 1960s and their difficult melding into an American way of life, in a debut novel that spans three decades, two continents, and two generations. By the Pulitzer Prize-winning author of Interpreter of Maladies. Reprint.",2004.0,3.98,291.0,203953.0,
9780618506910,0618506918,Entre Amis,An Interactive Approach,Michael Oates;Larbi Oukada,Foreign Language Study,http://books.google.com/books/content?id=M91wPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Entre amis is a performance-oriented program designed to expand students' interpersonal, interpretive, and presentational communicative skills by presenting and rehearsing situations similar to those they will encounter in real life. Based on a progressive approach, Entre amis features thorough coverage of all four-language skills with a strong emphasis on oral communication. The language presented and practiced is always embedded in a French cultural context.",2005.0,3.52,528.0,21.0,"Nouvelles. Roman psychologique (intime)

Amos Oz n'est pas seulement un immense écrivain, c'est l'un des intellectuels les plus engagés d'Israël. Ce compagnon de route du Meretz ? le parti de gauche ? ne cesse d'intervenir dans la vie publique et, en janvier dernier, devant une trentaine d'universitaires, il a de nouveau critiqué vivement le gouvernement de Benyamin Netanyahou. «Peut-être croit-il que les Juifs pourront régner indéfiniment sur une majorité arabe. Mais, aussi longtemps qu'il puisse tenir, tout régime d'apartheid finit par s'effondrer», a dit Oz, dont le destin est lié à l'histoire de sa patrie depuis l'époque des kibboutzim, les communautés agricoles fondées par les premiers sionistes d'obédience socialiste. Les huit nouvelles réunies dans Entre amis évoquent justement la vie quotidienne dans un kibboutz, cette ruche bourdonnante où hommes et des femmes travaillent pour le bien général, se soumettant aux volontés collectives, partageant presque tout. Nous sommes dans le kibboutz Yikhat, une grande famille «pétrie d'idéaux», à l'époque où Ben Gourion est encore premier ministre. Comme dans son précédent recueil de nouvelles ? Scènes de vie villageoise ?, Oz donne la parole à des personnages modestes, mais ils sont cette fois enfermés dans un huis clos où tout se sait, où l'on s'épie jour et nuit, où la vie privée est toujours un peu publique, où la promiscuité est source de jalousies et de rivalités. Ces fragments d'existence, Oz les réunit sous le regard du chef ? et fondateur ? du kibboutz, David Dagan. Ce fervent marxiste ne transige guère avec l'idéal collectiviste, ce qui l'autorise sans doute à multiplier les conquêtes en toute impunité, à «balancer les femmes comme des mégots» et, pourquoi pas, à mettre dans son lit la jeune Edna, 17 ans, à la veille de son départ pour le service militaire? Il y a de l'ironie ? et autant d'amertume ? dans ces portraits brossés par l'auteur de La Boîte noire. Le petit échantillon d'humanité qu'il met en scène a, comme partout ailleurs, pas mal de défauts, même s'il est censé construire une nation qui devra ressembler à un éden. Eden auquel ne croit pas Tsvi Provizor, oiseau de mauvais augure surnommé «l'ange de la mort» parce qu'il ne cesse d'annoncer des catastrophes en tout genre à l'heure des repas, dans le grand réfectoire du kibboutz. Luna, l'institutrice, aimerait bien qu'il s'occupe d'elle, mais il fuit toute forme de tendresse, reclus dans sa chambre monacale où il s'escrime à traduire un roman d'Iwaszkiewicz, cet écrivain polonais qui le conforte dans son pessimisme puisque, «selon lui, la condition humaine est absurde et pathétique». Pendant ce temps, à la lingerie, Osnat médite sur l'infidélité ? son mari vient de la plaquer, en oubliant ses médicaments? ? et, dans l'atelier d'électricité, Nahum ressasse ses chagrins à cause de la mort de son épouse et de son jeune fils, tué lors d'un raid de représailles dans un village arabe. Tout en essayant d'échapper aux ragots et aux regards inquisiteurs, les autres membres du kibboutz se débattent eux aussi avec un quotidien douloureux, souvent hostile. Yotam, qui pense que «l'homme est un animal à l'esprit tordu» et brûle de partir faire ses études à l'étranger. Le jeune Moshe qui va retrouver à l'hôpital un père moribond, terrassé par la maladie d'Alzheimer. Le petit Youval, 5 ans, qui quitte tous les soirs ses parents pour passer la nuit dans le dortoir des enfants où il subit toutes sortes de brimades. La douce Nina qui aimerait bien se réfugier entre les bras de Yoav, pendant ses patrouilles nocturnes. Et le cordonnier de la collectivité, Martin, vieil idéaliste qui ? dans la dernière nouvelle ? rêve d'apprendre l'espéranto à ses camarades, il mourra sans y être parvenu, triste dénouement pour un livre passablement désabusé. «Ici, nous sommes censés être des amis mais ce n'est pas toujours le cas», ironise Oz, dont les textes s'agencent à la manière d'un vitrail, avec des personnages que l'on retrouve d'une histoire à l'autre ? le ferronnier Roni, par exemple, le boute-en-train du kibboutz. Unité de temps, unité de lieu, unité de regard, Entre amis ne se contente pas d'aligner des récits disparates mais obéit au contraire à une construction très subtile, comme une partition musicale aux motifs récurrents: en écrivant des nouvelles, le magicien Oz réinvente merveilleusement l'art du roman. Pour offrir, à un genre prétendument mineur, une place majeure dans la littérature contemporaine."
9780618510825,0618510826,The Lord of the Rings Complete Visual Companion,,Jude Fisher,Fiction,http://books.google.com/books/content?id=7_IRAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Photographs, screenshots, and images from all three films provide a visual compendium of the film trilogy ""The Lord of the Rings,"" documenting the varied characters and locales as seen through Peter Jackson's vision of Middle-earth.",2004.0,4.5,224.0,343.0,
9780618526413,0618526412,The Heart is a Lonely Hunter,,Carson McCullers,Fiction,http://books.google.com/books/content?id=z_Pvxz9iRJ0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A quiet, sensitive girl searches for beauty in a small, but damned Southern town.",2000.0,3.97,359.0,2594.0,"Set in 1930s Georgia, the novel centers around a deaf and mute man, John Singer. Singer has been devastated by the loss of his dear friend, Antonapoulos, who was committed to an asylum for bad behavior"
9780618554591,0618554599,Firefighters in the Dark,,Dashka Slater;Nicoletta Ceccoli,Juvenile Fiction,http://books.google.com/books/content?id=Ee5sT-sVtyoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"While in bed at night, an imaginative child hears sirens from the nearby fire station and creates fantastic stories about what the firefighters are going to do.",2006.0,3.62,32.0,84.0,"While in bed at night, an imaginative child hears sirens from the nearby fire station and creates fantastic stories about what the firefighters are going to do."
9780618574810,0618574816,Tolkien And The Great War,The Threshold Of Middle-earth,John Garth,Biography & Autobiography,http://books.google.com/books/content?id=OODLVikjYksC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,The author focuses on a little-discussed aspect of J. R. R. Tolkien's life--his harrowing experiences in the trenches during World War I--revealing how the death of two comrades in particular influenced his later life and literary career. Reprint.,2005.0,3.7,398.0,6167.0,"""J.R.R. Tolkien responded to critics who saw The Lord of the Rings as a reaction to the Second World War. Tolkien and the Great War tells for the first time the full story of how he embarked on the creation of Middle-earth in his youth as the world around him was plunged into catastrophe. This biography reveals the horror and heroism that he experienced as a signals officer in the Battle of the Somme and introduces the circle of friends who spurred his mythology into life. It shows how, after two of these brilliant young men were killed, Tolkien pursued the dream they all shared by launching his epic of good and evil."" ""This is the first substantially new biography of Tolkien since 1977, meticulously researched and distilled from his personal wartime papers and a multitude of other sources."" ""John Garth argues that the foundation of tragic experience in the First World War is the key to Middle-earth's enduring power. Tolkien used his mythic imagination not to escape from reality but to reflect and transform the cataclysm of his generation. While his contemporaries surrendered to disillusionment, he kept enchantment alive, reshaping an entire literary tradition into a form that resonates to this day.""--BOOK JACKET."
9780618574957,0618574956,The Two Towers,Being the Second Part of The Lord of the Rings,John Ronald Reuel Tolkien,Fiction,http://books.google.com/books/content?id=wpCBdbLSmLcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After losing Gandalf and being divided from their other companions during an Orc attack, Frodo and Sam continue towards Mordor, Land of the Enemy, to destroy the Ring, accompanied only by a mysterious figure that follows them.",2004.0,4.44,413.0,2197.0,"The Lord of the Rings, J.R.R. Tolkien's three-volume epic, is set in the imaginary world of Middle-earth -- home to many strange beings, and most notably hobbits, a peace-loving ""little people,"" cheerful and shy. Since its original British publication in 1954-55, the saga has entranced readers of all ages. It is at once a classic myth and a modern fairy tale. Critic Michael Straight has hailed it as one of the ""very few works of genius in recent literature."" Middle-earth is a world receptive to poets, scholars, children, and all other people of good will. Donald Barr has described it as ""a scrubbed morning world, and a ringing nightmare world...especially sunlit, and shadowed by perils very fundamental, of a peculiarly uncompounded darkness."" The story of this world is one of high and heroic adventure. Barr compared it to Beowulf, C.S. Lewis to Orlando Furioso, W.H. Auden to The Thirty-nine Steps. In fact the saga is sui generis -- a triumph of imagination which springs to life within its own framework and on its own terms. - Jacket flap.

Frodo and the Companions of the Ring have been beset by danger during their quest to prevent the Ruling Ring from falling into the hands of the Dark Lord by destroying it in the Cracks of Doom. They have lost the wizard, Gandalf, in the battle with an evil spirit in the Mines of Moria; and at the Falls of Rauros, Boromir, seduced by the power of the Ring, tried to seize it by force. While Frodo and Sam made their escape the rest of the company were attacked by Orcs. Now they continue their journey alone down the great River Anduin – alone, that is, save for the mysterious creeping figure that follows wherever they go. J.R.R. Tolkien’s great work of imaginative fiction has been labelled both a heroic romance and a classic fantasy fiction. By turns comic and homely, epic and diabolic, the narrative moves through countless changes of scene and character in an imaginary world which is totally convincing in its detail.

----------
**Also contained in:**

 - [The Lord of the Rings][1]


  [1]: https://openlibrary.org/works/OL27448W/The_Lord_of_the_Rings"
9780618574971,0618574972,The Lord of the Rings: The return of the king,,John Ronald Reuel Tolkien,Fantasy fiction,http://books.google.com/books/content?id=M7XMAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1967.0,4.52,508.0,1607.0,
9780618582150,0618582150,The Best American Travel Writing 2006,,Tim Cahill;Jason Wilson,Travel,http://books.google.com/books/content?id=H8GRNgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents an anthology of the best travel writing published in the previous year, selected from magazines, newspapers, and web sites.",2006.0,3.93,352.0,488.0,
9780618586455,0618586458,The Best American Spiritual Writing 2006,,Philip Zaleski,Literary Collections,http://books.google.com/books/content?id=hJ46LRV50KUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A selection of the finest spiritual writing of the year offers essays and articles on faith, spirituality, and their influence on politics, creativity, literature, and other fields, reflecting Christian, Muslim, Jewish, Buddhist, and other diverse perspectives.",2006.0,3.52,336.0,28.0,
9780618611690,061861169X,The Polar Express,,Chris Van Allsburg,Juvenile Fiction,http://books.google.com/books/content?id=9946PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A magical train ride on Christmas Eve takes a boy to the North Pole to receive a special gift from Santa Claus, in a slip-cased gift edition of the holiday classic. A Caldecott Medal Book.",2005.0,4.3,32.0,83.0,"A magical train loaded with children travels north over mountains and bridges and through a desert of ice and snow to reach the North Pole, where Santa Claus is waiting to give the first gift of Christmas. Designed to be used with a flashlight to project silhouettes on a wall."
9780618615384,0618615385,Mcdougal Littell Science,Earth Science,James Trefil;Houghton Mifflin Company;Rita Ann Calvo;Kenneth Cutler,Juvenile Nonfiction,,,2005.0,2.5,972.0,2.0,
9780618619078,0618619070,Bury the Chains,Prophets and Rebels in the Fight to Free an Empire's Slaves,Adam Hochschild,History,http://books.google.com/books/content?id=8p6c9N5K2i0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Offers an account of the first great human rights crusade, which originated in England in the 1780s and resulted in the freeing of hundreds of thousands of slaves around the world.",2006.0,4.27,496.0,1258.0,"An account of the first great human rights crusade, which originated in England in the 1780s and resulted in the freeing of hundreds of thousands of slaves around the world. In 1787, twelve men gathered in a London printing shop to pursue a seemingly impossible goal: ending slavery in the largest empire on earth. Along the way, they would pioneer most of the tools citizen activists still rely on today, from wall posters and mass mailings to boycotts and lapel pins. Within five years, more than 300,000 Britons were refusing to eat the chief slave-grown product, sugar; London's smart set was sporting antislavery badges created by Josiah Wedgwood; and the House of Commons had passed the first law banning the slave trade. The activists brought slavery in the British Empire to an end in the 1830s, long before it died in the United States."
9780618619160,061861916X,The Ancestor's Tale,A Pilgrimage to the Dawn of Evolution,Richard Dawkins;Yan Wong,Science,http://books.google.com/books/content?id=rR9XPnaqvCMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A renowned biologist provides a sweeping chronicle of more than four billion years of life on Earth, shedding new light on evolutionary theory and history, sexual selection, speciation, extinction, and genetics.",2005.0,4.13,688.0,18593.0,"*The Ancestor's Tale* describes the various processes involved in the development of life on Earth. Enormously rich and diverse, it includes the results of recent research that, using dna analysis, has led to some surprising insights into evolutionary history. The fundamental, unifying principle of evolution underlies this unique history - our history, and that of all living things. This masterpiece by Dawkins shows us how special we are, how amazing our history is, and how closely related we are to the rest of life on Earth."
9780618640140,0618640142,The Lord of the Rings Sketchbook,,Alan Lee,Art,http://books.google.com/books/content?id=JUdOAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A large-format collection of drawings and paintings culled from the illustrated edition of the Lord of the Rings and the recent film trilogy includes more than 150 illustrations from the author as well as twenty full-color plates made for Peter Jackson's production company.,2005.0,4.27,192.0,9593.0,
9780618685509,0618685502,Gossamer,,Lois Lowry,Juvenile Fiction,http://books.google.com/books/content?id=4vJZmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"While learning to bestow dreams, a young dream giver tries to save an eight-year-old boy from the effects of both his abusive past and the nightmares inflicted on him by the frightening Sinisteeds. 100,000 first printing.",2006.0,3.89,144.0,13463.0,An encounter with a tattered and blind butterfly helps the lovely winter weasel Prettina understand the perils of vanity and the value of inner beauty.
9780618709861,061870986X,In the Lake of the Woods,,Tim O'Brien,Fiction,http://books.google.com/books/content?id=sEQmQYilkpEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Pursued by rumors of the atrocities he committed in Vietnam, a politician and his wife seek refuge in a lakeside cabin in northern Minnesota, where a mystery unfolds when the wife mysterious vanishes into the nearby wilderness. Reprint.",2006.0,3.78,303.0,14031.0,"On a lake deep in Minnesota's north woods, John and Kathy Wade are trying to reassemble their lives. John, a rising political star, has just suffered a devastating electoral defeat. Kathy attempts to comfort her husband, but soon it becomes apparent that something is horribly wrong between them, that they have hidden too much from each other.

Then one day Kathy vanishes. Their boat is gone - did she drown or is she lost? Or did she flee, disappearing into a new life? As a massive search gets under way, the possibilities multiply in terrifying directions. Uncovering the truth requires an investigation of Wade's life, and gradually we come to see that he is a sorcerer lost inside his own magic, a Houdini capable of escaping everything but the chains of his darkest secret."
9780618710317,0618710310,Chew on this,Everything You Don't Want to Know about Fast Food,Eric Schlosser;Charles Wilson,Juvenile Nonfiction,http://books.google.com/books/content?id=469DC75tfvwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A behind-the-scenes look at the fast food industry.,2006.0,3.75,259.0,3640.0,"A behind-the-scenes look at the fast food industry.

This book reveals the truth about what lurks between those sesame seed buns, what a chicken ""nugget"" really is, and how the fast food industry has been feeding off children for generations.  The coauthor is Charles Wilson."
9780618710508,0618710507,The Diezmo,,Rick Bass,Fiction,http://books.google.com/books/content?id=C1DnmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A novel based on the real-life incident of the Mier Expedition, one of the most tragic events in Texas history, follows two young men on an expedition to the Mexican border, during which they are captured in a raid on the Mexcian village of Mier and end up as pawns in an international chess game that will determine the fate of Texas. Reader's Guide available. Reprint.",2006.0,3.46,224.0,11.0,"A novel based on the Mier Expedition follows two young men on an expedition to the Mexican border, during which they are captured in a raid on the Mexican village of Mier and end up as pawns in an international chess game that will determine the fate of Texas."
9780618710539,0618710531,Three Nights in August,"Strategy, Heartbreak, and Joy, Inside the Mind of a Manager",H. G. Bissinger;Buzz Bissinger,Sports & Recreation,http://books.google.com/books/content?id=ncQZnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Pulitzer Prize-winning author of Friday Nights Lights chronicles a three-game series between baseball rivals Cardinals and Cubs, focusing particular attention on the stars of the game, Albert Pujols, Sammy Sosa, Mark Prior, and Scott Rolen. Reprint.",2006.0,3.87,287.0,6560.0,
9780618711659,0618711651,Extremely Loud and Incredibly Close,,Jonathan Safran Foer,Fiction,http://books.google.com/books/content?id=FHEy-iv2Y5IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Oskar Schell, the nine-year-old son of a man killed in the World Trade Center attacks, searches the five boroughs of New York City for a lock that fits a black key his father left behind.",2006.0,3.98,326.0,325230.0,"A new novel by the author of Everything Is Illuminated introduces Oskar Schell, the nine-year-old son of a man killed in the World Trade Center bombing who searches the city for a lock that fits a black key his father left behind. Jonathan Safran Foer emerged as one of the most original writers of his generation with his best-selling debut novel, Everything Is Illuminated. Now, with humor, tenderness, and awe, he confronts the traumas of our recent history. What he discovers is solace in that most human quality, imagination. Meet Oskar Schell, an inventor, Francophile, tambourine player, Shakespearean actor, jeweler, pacifist, correspondent with Stephen Hawking and Ringo Starr. He is nine years old. And he is on an urgent, secret search through the five boroughs of New York. His mission is to find the lock that fits a mysterious key belonging to his father, who died in the World Trade Center on 9/11. An inspired innocent, Oskar is alternately endearing, exasperating, and hilarious as he careens from Central Park to Coney Island to Harlem on his search. Along the way he is always dreaming up inventions to keep those he loves safe from harm. What about a birdseed shirt to let you fly away? What if you could actually hear everyone's heartbeat? His goal is hopeful, but the past speaks a loud warning in stories of those who've lost loved ones before. As Oskar roams New York, he encounters a motley assortment of humanity who are all survivors in their own way. He befriends a 103-year-old war reporter, a tour guide who never leaves the Empire State Building, and lovers enraptured or scorned. Ultimately, Oskar ends his journey where it began, at his father's grave. But now he is accompanied by the silent stranger who has been renting the spare room of his grandmother's apartment. They are there to dig up his father's empty coffin"
9780618711666,061871166X,The Hungry Tide,,Amitav Ghosh,Fiction,http://books.google.com/books/content?id=LN16i5rklB4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Presents a novel of life in modern India, chronicling the interwoven journey of an American marine biologist and a Delhi businessman who travel to the remote Sundarban islands.",2006.0,3.94,333.0,11220.0,"Sarah Foster's parents have been fighting a constant battle with poverty, disease and crime. When her father, Will, is involved in a terrible accident at work, their lives became even harder. But Will's good deeds of the past pay off as John Rayner decides to rescue the Fosters. John provides them with work and a house on the estate owned by his wealthy family. It is at this new home on the crumbling coastline of Holderness that Sarah is born - and grows into a bright and beautiful girl, and a great source of strength to those around her. As John grows closer to Sarah, he becomes increasingly aware of his love for her. But could these two very different people ever make their love story truly work?"
